"id","espn_id","ncaa_id","type","slug","abv","full_name","short_name","university","division","conference","primary","secondary","logo","head_coach","school_url","website","twitter","venue"
"GRA02533","359","596710","NCAAF","grambling","GRAM","Grambling","Tigers","Grambling State University","d1","Southwestern Athletic Conf.","#EE8601","#59430B","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grambling.svg","Davin Pierre","https://www.ncaa.com/schools/grambling","https://gsutigers.com","@GSU_TIGERS","Wilbert Ellis Field at R.W.E. Jones Park"
"GCU63100","360","596462","NCAAF","grand-canyon","GCU","Grand Canyon","Lopes","Grand Canyon University","d1","Western Athletic","#623493","#692D96","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grand-canyon.svg","Gregg Wallis","https://www.ncaa.com/schools/grand-canyon","https://gculopes.com","@GCU_Lopes","Brazell Field at GCU Ballpark"
"HAR49121","363","596556","NCAAF","harvard","HARV","Harvard","Crimson","Harvard University","d1","The Ivy League","#990000","#FFFEFE","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/harvard.svg","Bill Decker","https://www.ncaa.com/schools/harvard","https://gocrimson.com","@harvardcrimson","O'Donnell Field"
"HAW18097","79","596557","NCAAF","hawaii","HAW","Hawai'i","Rainbow Warriors","University of Hawaii, Manoa","d1","Big West","#004231","#1D1B19","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hawaii.svg","Rich Hill","https://www.ncaa.com/schools/hawaii","https://hawaiiathletics.com","@HawaiiAthletics","Les Murakami Stadium"
"HPU25494","364","596705","NCAAF","high-point","HPU","High Point","Panthers","High Point University","d1","Big South","#B0B7BC","#312B83","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/high-point.svg","Joey Hammond","https://www.ncaa.com/schools/high-point","https://highpointpanthers.com","@HighPointSports","Williard Stadium"
"HOF34246","365","596558","NCAAF","hofstra","HOF","Hofstra","Pride","Hofstra University","d1","Coastal Athletic Association","#27297C","#F4C019","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hofstra.svg","Frank Catalanotto","https://www.ncaa.com/schools/hofstra","https://gohofstra.com","@HofstraPride","University Field"
"HCX32828","366","596559","NCAAF","holy-cross","HC","Holy Cross","Crusaders","College of the Holy Cross","d1","Patriot League","#0A0A0A","#642C90","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/holy-cross.svg","Ed Kahovec","https://www.ncaa.com/schools/holy-cross","https://goholycross.com","@GoHolyCross","Fitton Field"
"HOU32399","124","596560","NCAAF","houston","HOU","Houston","Cougars","Houston Christian University","d1","Southland","#E73139","#FF4D00","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/houston-baptist.svg","Clayton VanderLaan","https://www.ncaa.com/schools/houston-baptist","https://hbuhuskies.com","@HBUHUSKIES","Husky Field"
"HCU59680","367","596561","NCAAF","houston-christian","HCU","Houston Christian","Huskies","University of Houston","d1","Big 12","#00539C","#E51637","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/houston.svg","Todd Whitting","https://www.ncaa.com/schools/houston","https://uhcougars.com","@UHCougarSports","Darryl & Lori Schroeder Park"
"ILL39477","153","596562","NCAAF","illinois","ILL","Illinois","Fighting Illini","Illinois State University","d1","Missouri Valley","#F77329","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/illinois-st.svg","Steve Holm","https://www.ncaa.com/schools/illinois-st","https://goredbirds.com","@ISURedbirds","Duffy Bass Field"
"ILS64087","288","596563","NCAAF","illinois-state","ILST","Illinois State","Redbirds","University of Illinois","d1","Big Ten","#F15A22","#11294B","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/illinois.svg","Dan Hartleb","https://www.ncaa.com/schools/illinois","https://fightingillini.com","@IlliniAthletics","Illinois Field"
"UIW10471","371","596468","NCAAF","incarnate-word","UIW","Incarnate Word","Cardinals",NA,"d1",NA,"#D12636","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uiw.svg","Ryan Shotzberger","https://www.ncaa.com/schools/uiw","https://NA",NA,"Sullivan Field"
"IUX45722","294","596566","NCAAF","indiana","IU","Indiana","Hoosiers","Indiana University, Bloomington","d1","Big Ten","#970310","#96030F","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/indiana.svg","Jeff Mercer","https://www.ncaa.com/schools/indiana","https://iuhoosiers.com","@OurIndiana","Bart Kaufman Field"
"INS61058","308","596565","NCAAF","indiana-state","INST","Indiana State","Sycamores","Indiana State University","d1","Missouri Valley","#1E437B","#CBCAC4","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/indiana-st.svg","Tracy Archuleta","https://www.ncaa.com/schools/indiana-st","https://gosycamores.com","@IndStAthletics","Bob Warn Field at Sycamore Stadium"
"ION63407","372","596568","NCAAF","iona","IONA","Iona","Gaels","Iona College","d1","Metro Atlantic Athletic","#8C001A","#F3A00F","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/iona.svg","Conor Burke","https://www.ncaa.com/schools/iona","https://icgaels.com","@ICGaels","City Park"
"IOW11990","167","596569","NCAAF","iowa","IOWA","Iowa","Hawkeyes","University of Iowa","d1","Big Ten","#000000",NA,"https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/iowa.svg","Rick Heller","https://www.ncaa.com/schools/iowa","https://hawkeyesports.com","@TheIowaHawkeyes","Duane Banks Field"
"JKS57659","285","596572","NCAAF","jackson-state","JKST","Jackson State","Tigers","Jacksonville University","d1","Atlantic Sun","#0F433A","#BFB07D","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/jacksonville.svg","Chris Hayes","https://www.ncaa.com/schools/jacksonville","https://judolphins.com","@JUDolphins","John Sessions Stadium"
"JAX47215","139","596571","NCAAF","jacksonville","JAX","Jacksonville","Dolphins","Jacksonville State University","d1"," USA","#008568","#D85C61","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/jacksonville-st.svg","Steve Bieser","https://www.ncaa.com/schools/jacksonville-st","https://jaxstatesports.com","@JSUGamecocks","Rudy Abbott Field"
"JVS04771","73","596570","NCAAF","jacksonville-state","JVST","Jacksonville State","Gamecocks","Jackson State University","d1","Southwestern Athletic Conf.","#C61018","#162339","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/jackson-st.svg","Omar Johnson","https://www.ncaa.com/schools/jackson-st","https://jsutigers.com","@JStateTigers","Braddy Field"
"JMU07670","129","596573","NCAAF","james-madison","JMU","James Madison","Dukes","James Madison University","d1","Sun Belt","#0F1358","#302566","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/james-madison.svg","Marlin Ikenberry","https://www.ncaa.com/schools/james-madison","https://jmusports.com","@JMUSports","Eagle Field at Veterans Memorial Park"
"KUX19675","168","596574","NCAAF","kansas","KU","Kansas","Jayhawks","Kansas State University","d1","Big 12","#0337B4","#3B276F","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kansas-st.svg","Pete Hughes","https://www.ncaa.com/schools/kansas-st","https://kstatesports.com","@kstatesports","Tointon Family Stadium"
"KSU03316","264","596575","NCAAF","kansas-state","KSU","Kansas State","Wildcats","University of Kansas","d1","Big 12","#633194","#FCD006","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kansas.svg","Dan Fitzgerald","https://www.ncaa.com/schools/kansas","https://kuathletics.com","@KUAthletics","Hoglund Ballpark"
"KEN20145","307","596463","NCAAF","kennesaw-state","KENN","Kennesaw State","Owls","Kennesaw State University","d1","USA","#231F20","#F9B00F","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kennesaw-st.svg","Ryan Coe","https://www.ncaa.com/schools/kennesaw-st","https://ksuowls.com","@KSUOwlNation","S. Walter Kelly Sr. Memorial Field"
"KEN25616","169","596576","NCAAF","kent-state","KENT","Kent State","Golden Flashes","Kent State University","d1","Mid-American","#212142","#EBAA20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kent-st.svg","Jeff Duncan","https://www.ncaa.com/schools/kent-st","https://kentstatesports.com","@KentStAthletics","Schoonover Stadium"
"UKX59307","82","596577","NCAAF","kentucky","UK","Kentucky","Wildcats","University of Kentucky","d1","Southeastern","#003399","#3157AF","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kentucky.svg","Nick Mingione","https://www.ncaa.com/schools/kentucky","https://ukathletics.com","@UKAthletics","Kentucky Proud Park"
"LSU25974","85","596583","NCAAF","lsu","LSU","LSU","Tigers","Louisiana State University","d1","Southeastern","#2B0D57","#40297C","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lsu.svg","Jay Johnson","https://www.ncaa.com/schools/lsu","https://lsusports.net","@LSUsports","Alex Box Stadium, Skip Bertman Field"
"LAF48673","145","596578","NCAAF","lafayette","LAF","Lafayette","Leopards","Lafayette College","d1","Patriot League","#790000","#8E0A26","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lafayette.svg","A.J. Miller","https://www.ncaa.com/schools/lafayette","https://goleopards.com","@GoLeopards","Kamine Stadium"
"LAM13251","170","596579","NCAAF","lamar","LAM","Lamar","Cardinals","Lamar University","d1","Southland","#E51636","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lamar.svg","Will Davis","https://www.ncaa.com/schools/lamar","https://lamarcardinals.com","@LamarCards","Vincent-Beck Stadium"
"LEH05238","377","596580","NCAAF","lehigh","LEH","Lehigh","Mountain Hawks","Lehigh University","d1","Patriot League","#6C2B2A","#CBA569","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lehigh.svg","Sean Leary","https://www.ncaa.com/schools/lehigh","https://lehighsports.com","@LehighSports","J. David Walker Field at Legacy Park"
"LIB02747","172","596581","NCAAF","liberty","LIB","Liberty","Flames","Liberty University","d1"," USA","#000073","#971A1F","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/liberty.svg","Bradley LeCroy","https://www.ncaa.com/schools/liberty","https://libertyflames.com","@libertyflames","Worthington Field at Liberty Baseball Stadium"
"LIP08651","378","596472","NCAAF","lipscomb","LIP","Lipscomb","Bisons","Lipscomb University","d1","Atlantic Sun","#20366C","#22174B","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lipscomb.svg","Jeff Forehand","https://www.ncaa.com/schools/lipscomb","https://lipscombsports.com","@lipscombbisons","Ken Dugan Field"
"LRX29936","261","596488","NCAAF","little-rock","LR","Little Rock","Trojans"," Little Rock","d1","Ohio Valley","#AD0000","#6B1F37","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ualr.svg","Chris Curry","https://www.ncaa.com/schools/ualr","https://LRTrojans.com","@LRTrojans","Gary Hogan Field"
"LBS28412","141","596507","NCAAF","long-beach-state","LBSU","Long Beach State","Beach","Long Beach State University","d1","Big West","#000000",NA,"https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/long-beach-st.svg","T.J. Bruce","https://www.ncaa.com/schools/long-beach-st","https://longbeachstate.com","@LBSUAthletics","Blair Field"
"LIU61452","379","596711","NCAAF","long-island-university","LIU","Long Island University","Sharks","Long Island University","d1","Northeast","#68A8D0","#FFFFFE","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/long-island.svg","Dan Pirillo","https://www.ncaa.com/schools/long-island","https://liuathletics.com","@LIUAthletics","LIU Field"
"LON33862","380","596582","NCAAF","longwood","LONG","Longwood","Lancers","Longwood University","d1","Big South","#003273","#999D9E","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/longwood.svg","Ray Noe","https://www.ncaa.com/schools/longwood","https://longwoodlancers.com","@LongwoodLancers","Charles Buddy Bolding Stadium"
"ULX45051","144","596585","NCAAF","louisiana","UL","Louisiana","Ragin' Cajuns","University of Louisville","d1","Atlantic Coast","#CE2842","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/louisville.svg","Dan McDonnell","https://www.ncaa.com/schools/louisville","https://uoflsports.com","@GoCards","Jim Patterson Stadium"
"LTX11074","173","596584","NCAAF","louisiana-tech","LT","Louisiana Tech","Bulldogs","Louisiana Tech University","d1","USA","#3129E7","#E31B23","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/louisiana-tech.svg","Lane Burroughs","https://www.ncaa.com/schools/louisiana-tech","https://latechsports.com","@LATechSports","J.C. Love Field at Pat Patterson Park"
"LMD15019","382","596587","NCAAF","loyola-maryland","L-MD","Loyola Maryland","Greyhounds","Loyola Marymount University","d1","West Coast","#76A7A0","#107FB8","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/loyola-marymount.svg","Donegal Fergus","https://www.ncaa.com/schools/loyola-marymount","https://lmulions.com","@LMULions","Page Stadium"
"MEX10566","259","596588","NCAAF","maine","ME","Maine","Black Bears","University of Maine","d1","America East","#1A1919","#77B6D8","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/maine.svg","Nick Derba","https://www.ncaa.com/schools/maine","https://goblackbears.com","@BlackBearNation","Mahaney Diamond"
"MAN02715","265","596589","NCAAF","manhattan","MAN","Manhattan","Jaspers","Manhattan College","d1","Metro Atlantic Athletic","#4F8537","#006937","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/manhattan.svg","Steven Rosen","https://www.ncaa.com/schools/manhattan","https://gojaspers.com","@GoJaspers","Clover Stadium"
"MRS45477","175","596590","NCAAF","marist","MRST","Marist","Red Foxes","Marist College","d1","Metro Atlantic Athletic","#E53730","#0F0C0E","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/marist.svg","Lance Ratchford","https://www.ncaa.com/schools/marist","https://goredfoxes.com","@MaristAthletics","McCann Field"
"MRS58282","384","596591","NCAAF","marshall","MRSH","Marshall","Thundering Herd","Marshall University","d1","Sun Belt","#186329","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/marshall.svg","Greg Beals","https://www.ncaa.com/schools/marshall","https://herdzone.com","@herdzone","Jack Cook Field"
"MDX57363","87","596593","NCAAF","maryland","MD","Maryland","Terrapins","University of Maryland-College Park","d1","Big Ten","#D60039","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/maryland.svg","Matt Swope","https://www.ncaa.com/schools/maryland","https://umterps.com","@umterps","Bob ""Turtle"" Smith Stadium"
"MAS45600","386","596595","NCAAF","massachusetts","MASS","Massachusetts","Minutemen","University of Massachusetts","d1","Mid-American","#AC0D1E","#732122","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/massachusetts.svg","Matt Reynolds","https://www.ncaa.com/schools/massachusetts","https://umassathletics.com","@UMassAthletics","Earl Lorden Field"
"MCN51518","387","596596","NCAAF","mcneese","MCN","McNeese","Cowboys",NA,"d1",NA,"#003366","#FCD006","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mcneese.svg","Justin Hill","https://www.ncaa.com/schools/mcneese","https://NA",NA,"Joe Miller Ballpark"
"MEM28507","119","596597","NCAAF","memphis","MEM","Memphis","Tigers","University of Memphis","d1","American Athletic","#29299C","#FFFFFE","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/memphis.svg","Matt Riser","https://www.ncaa.com/schools/memphis","https://gotigersgo.com","@TigersAthletics","FedExPark"
"MER04084","295","596598","NCAAF","mercer","MER","Mercer","Bears","Mercer University","d1","Southern","#F26222","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mercer.svg","Craig Gibson","https://www.ncaa.com/schools/mercer","https://mercerbears.com","@MercerBears","OrthoGeorgia Park at Claude Smith Field"
"MRM35409","1148","596458","NCAAF","merrimack","MRMK","Merrimack","Warriors","Merrimack College","d1","Northeast","#0B335E","#FAB20B","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/merrimack.svg","Brian Murphy","https://www.ncaa.com/schools/merrimack","https://merrimackathletics.com","@MC_Athletics",NA
"MIA63644","176","596599","NCAAF","miami","MIA","Miami","Hurricanes","Miami University (Ohio)","d1","Mid-American","#004325","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/miami-oh.svg","Brian Smiley","https://www.ncaa.com/schools/miami-oh","https://muredhawks.com","@MiamiRedHawks","McKie Field at Hayden Park"
"MOH10789","107","596600","NCAAF","miami-oh","M-OH","Miami (OH)","RedHawks","University of Miami","d1","Atlantic Coast","#CE2229","#F35E19","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/miami-fl.svg","J.D. Arteaga","https://www.ncaa.com/schools/miami-fl","https://hurricanesports.com","@miamihurricanes","Alex Rodriguez Park at Mark Light Field"
"MIC42793","89","596601","NCAAF","michigan","MICH","Michigan","Wolverines","Michigan State University","d1","Big Ten","#292942","#124530","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/michigan-st.svg","Jake Boss","https://www.ncaa.com/schools/michigan-st","https://msuspartans.com","@MSU_Athletics","Jeff Ishbia Field at McLane Baseball Stadium"
"MSU00418","88","596602","NCAAF","michigan-state","MSU","Michigan State","Spartans","University of Michigan","d1","Big Ten","#226B31","#FCD212","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/michigan.svg","Tracy Smith","https://www.ncaa.com/schools/michigan","https://mgoblue.com","@umichfootball","Wilpon Complex/Ray Fisher Stadium"
"MTS04133","177","596603","NCAAF","middle-tennessee","MTSU","Middle Tennessee","Blue Raiders","Middle Tennessee State University","d1","USA","#1842D6","#FFFFFE","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/middle-tenn.svg","Jerry Meyers","https://www.ncaa.com/schools/middle-tenn","https://goblueraiders.com","@MTAthletics","Reese Smith Jr. Field"
"MIL43860","135","596452","NCAAF","milwaukee","MILW","Milwaukee","Panthers","University of Wisconsin, Milwaukee","d1","Horizon League","#231F20","#FBBC09","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/milwaukee.svg","Shaun Wegner","https://www.ncaa.com/schools/milwaukee","https://mkepanthers.com","@MKEPanthers","Franklin Field"
"MIN08923","90","596604","NCAAF","minnesota","MINN","Minnesota","Golden Gophers","University of Minnesota","d1","Big Ten","#752132","#F9B428","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/minnesota.svg","Ty McDevitt","https://www.ncaa.com/schools/minnesota","https://gophersports.com","@GopherSports","Siebert Field"
"MSS13666","150","596605","NCAAF","mississippi-state","MSST","Mississippi State","Bulldogs","Mississippi State University","d1","Southeastern","#531122","#5D1726","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mississippi-st.svg","Chris Lemonis","https://www.ncaa.com/schools/mississippi-st","https://hailstate.com","@HailState","Dudy Noble Field, Polk-DeMent Stadium"
"MVS41264","388","596606","NCAAF","mississippi-valley-state","MVSU","Mississippi Valley State","Delta Devils","Mississippi Valley State University","d1","Southwestern Athletic Conf.","#054105","#002E08","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mississippi-val.svg","CJ Bilbrey","https://www.ncaa.com/schools/mississippi-val","https://mvsusports.com","@MVSUDevilsports","Magnolia Field"
"MIZ26340","91","596685","NCAAF","missouri","MIZ","Missouri","Tigers","Missouri State University","d1","USA","#711F23","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/missouri-st.svg","Joey Hawkins","https://www.ncaa.com/schools/missouri-st","https://missouristatebears.com","@MissouriStBears","Hammons Field"
"MOS62351","197","596608","NCAAF","missouri-state","MOST","Missouri State","Bears","University of Missouri","d1","Southeastern","#4A0010","#F2B12E","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/missouri.svg","Kerrick Jackson","https://www.ncaa.com/schools/missouri","https://mutigers.com","@mutigersdotcom","Taylor Stadium"
"MON59134","178","596609","NCAAF","monmouth","MONM","Monmouth","Hawks","Monmouth University","d1","Coastal Athletic Association","#0D217B","#20335C","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/monmouth.svg","Dean Ehehalt","https://www.ncaa.com/schools/monmouth","https://monmouthhawks.com","@MUHawks","MU Baseball Field"
"MOR37431","391","596610","NCAAF","morehead-state","MORE","Morehead State","Eagles","Morehead State University","d1","Ohio Valley","#29109C","#FCD213","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/morehead-st.svg","Chris Rose","https://www.ncaa.com/schools/morehead-st","https://msueagles.com","@MSUATHLETICS","Sonny Allen Field"
"MSM60635","393","596611","NCAAF","mount-st-marys","MSM","Mount St. Mary's","Mountaineers","Mount St. Mary's University","d1","Metro Atlantic Athletic","#001259","#9F8C50","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mt-st-marys.svg","Frank Leoni","https://www.ncaa.com/schools/mt-st-marys","https://mountathletics.com","@MountAthletics","E.T. Straw Family Stadium"
"MUR27821","394","596612","NCAAF","murray-state","MUR","Murray State","Racers","Murray State University","d1","Missouri Valley","#182356","#16243A","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/murray-st.svg","Dan Skirka","https://www.ncaa.com/schools/murray-st","https://goracers.com","@MSURacers","Reagan Field"
"NJI07621","395","596621","NCAAF","njit","NJIT","NJIT","Highlanders","New Jersey Institute of Technology","d1","America East","#FF3333","#CBCCCE","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/njit.svg","Robbie McClellan","https://www.ncaa.com/schools/njit","https://njithighlanders.com","@njithighlanders",NA
"NAV08896","179","596431","NCAAF","navy","NAVY","Navy","Midshipmen","U.S. Naval Academy","d1","Patriot League","#0F1021","#10234F","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/navy.svg","Chuck Ristano","https://www.ncaa.com/schools/navy","https://navysports.com","@NavyAthletics","Max Bishop Stadium"
"NEB25553","99","596712","NCAAF","nebraska","NEB","Nebraska","Cornhuskers","University of Nebraska-Lincoln","d1","Big Ten","#FE0D04","#F0A7B1","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/nebraska.svg","Will Bolt","https://www.ncaa.com/schools/nebraska","https://huskers.com","@Huskers","Hawks Field"
"NEV40622","183","596620","NCAAF","nevada","NEV","Nevada","Wolf Pack","University of Nevada","d1","Mountain West","#084A73","#182445","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/nevada.svg","Jake McKinley","https://www.ncaa.com/schools/nevada","https://nevadawolfpack.com","@NevadaWolfPack","Don Weir Field at William Peccole Park"
"UNM50431","104","596623","NCAAF","new-mexico","UNM","New Mexico","Lobos","University of New Mexico","d1","Mountain West","#A7A8A9","#C10230","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-mexico.svg","Tod Brown","https://www.ncaa.com/schools/new-mexico","https://golobos.com","@UNMLOBOS","Santa Ana Star Field"
"NMS36620","103","596622","NCAAF","new-mexico-state","NMSU","New Mexico State","Aggies","New Mexico State University","d1"," USA","#730000","#891619","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-mexico-st.svg","Jake Angier","https://www.ncaa.com/schools/new-mexico-st","https://nmstatesports.com","@NMStateAggies","Presley Askew Field"
"UNO07066","184","596624","NCAAF","new-orleans","UNO","New Orleans","Privateers","University of New Orleans","d1","Southland","#2B3986","#A2AAAD","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-orleans.svg","Dax Norris","https://www.ncaa.com/schools/new-orleans","https://unoprivateers.com","@UNOPrivateers","Maestri Field"
"NIA62313","398","596625","NCAAF","niagara","NIA","Niagara","Purple Eagles","Niagara University","d1","Metro Atlantic Athletic","#641460","#FEFEFE","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/niagara.svg","Matt Spatafora","https://www.ncaa.com/schools/niagara","https://purpleeagles.com","@NUPurpleEagles",NA
"NIC40009","399","596713","NCAAF","nicholls","NICH","Nicholls","Colonels","Nicholls State University","d1","Southland","#2A5074","#B3B5B7","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/nicholls-st.svg","Brent Haring","https://www.ncaa.com/schools/nicholls-st","https://geauxcolonels.com","@geauxcolonels","Ben Meyer Diamond at Ray E. Didier Field"
"NOR30934","400","596626","NCAAF","norfolk-state","NORF","Norfolk State","Spartans","Norfolk State University","d1","Mid-Eastern Athletic Conf.","#08614F","#007B5E","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/norfolk-st.svg","Keith Shumate","https://www.ncaa.com/schools/norfolk-st","https://nsuspartans.com","@NSUSpartans","Marty L. Miller Field"
"UNA04072","1103","596467","NCAAF","north-alabama","UNA","North Alabama","Lions","University of North Florida","d1","Atlantic Sun","#0C1E3D","#BBBABA","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-florida.svg","Joe Mercadante","https://www.ncaa.com/schools/north-florida","https://unfospreys.com","@UNFOspreys","Dusty Rhodes Field at Harmon Stadium"
"UNC41271","96","596627","NCAAF","north-carolina","UNC","North Carolina","Tar Heels","North Carolina A&T State University","d1","Coastal Athletic Association","#002942","#FAB217","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/nc-at.svg","Ben Hall","https://www.ncaa.com/schools/nc-at","https://ncataggies.com","@NCATAGGIES","War Memorial Stadium"
"UND48371","403","596629","NCAAF","north-dakota","UND","North Dakota","Fighting Hawks","North Dakota State University","d1","The Summit League","#00A15E","#FBBF16","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-dakota-st.svg","Tyler Oakes","https://www.ncaa.com/schools/north-dakota-st","https://gobison.com","@NDSUAthletics","Newman Outdoor Field"
"UNF43125","296","596628","NCAAF","north-florida","UNF","North Florida","Ospreys","North Carolina State University","d1","Atlantic Coast","#231F20","#D01D2C","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-carolina-st.svg","Elliott Avent","https://www.ncaa.com/schools/north-carolina-st","https://gopack.com","@PackAthletics","Doak Field at Dail Park"
"UNT27587","404","596614","NCAAF","north-texas","UNT","North Texas","Mean Green","University of North Carolina","d1","Atlantic Coast","#006342","#1A2847","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-carolina.svg","Scott Forbes","https://www.ncaa.com/schools/north-carolina","https://tarheelblue.com","@GoHeels","Boshamer Stadium"
"NEX61254","405","596635","NCAAF","northeastern","NE","Northeastern","Huskies","Northwestern State University","d1","Southland","#CC0001","#F4731C","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northwestern-st.svg","Chris Bertrand","https://www.ncaa.com/schools/northwestern-st","https://nsudemons.com","@NSUDemons","Brown-Stroud Field"
"NAU29490","406","596632","NCAAF","northern-arizona","NAU","Northern Arizona","Lumberjacks","University of Northern Colorado","d1","Big Sky","#001894","#FAB621","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northern-colo.svg","Mike Anderson","https://www.ncaa.com/schools/northern-colo","https://uncbears.com","@unc_bears","Jackson Field"
"UNC40398","407","596475","NCAAF","northern-colorado","UNCO","Northern Colorado","Bears","University of North Alabama","d1","Atlantic Sun","#003399","#5A2D82","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-ala.svg","Jad Prachniak","https://www.ncaa.com/schools/north-ala","https://roarlions.com","@UNAAthletics","Mike Lane Field"
"NIU05501","408","596633","NCAAF","northern-illinois","NIU","Northern Illinois","Huskies","Northern Illinois University","d1","Mid-American","#E73139","#AAAFB6","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northern-ill.svg","Ryan Copeland","https://www.ncaa.com/schools/northern-ill","https://niuhuskies.com","@NIUAthletics","Ralph McKinzie Stadium"
"UNI04812","409","596636","NCAAF","northern-iowa","UNI","Northern Iowa","Panthers","Northwestern University","d1","Big Ten","#130671","#D6D1E7","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northwestern.svg","Ben Greenspan","https://www.ncaa.com/schools/northwestern","https://nusports.com","@NU_Sports","Rocky Miller Park"
"NKU00471","410","596634","NCAAF","northern-kentucky","NKU","Northern Kentucky","Norse","Northern Kentucky University","d1","Horizon League","#231F20","#FFC629","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northern-ky.svg","Dizzy Peyton","https://www.ncaa.com/schools/northern-ky","https://nkunorse.com","@NKUNorse","Bill Aker Baseball Complex"
