"id","espn_id","ncaa_id","type","slug","abv","full_name","short_name","university","division","conference","primary","secondary","logo","head_coach","school_url","website","twitter","venue"
"NUX11842","411","596631","NCAAF","northwestern","NU","Northwestern","Wildcats","Northeastern University","d1","Coastal Athletic Association","#372286","#020202","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northeastern.svg","Mike Glavine","https://www.ncaa.com/schools/northeastern","https://gonu.com","@GoNUathletics","Friedman Diamond"
"NDX02251","81","596637","NCAAF","notre-dame","ND","Notre Dame","Fighting Irish","University of Notre Dame","d1","Atlantic Coast","#313A98","#1E2E57","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/notre-dame.svg","Shawn Stiffler","https://www.ncaa.com/schools/notre-dame","https://und.com","@FightingIrish","Frank Eck Stadium"
"OAK13221","412","596638","NCAAF","oakland","OAK","Oakland","Golden Grizzlies","Oakland University","d1","Horizon League","#04091C","#BC955C","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oakland.svg","Brian Nelson","https://www.ncaa.com/schools/oakland","https://goldengrizzlies.com","@GoldenGrizzlies","Oakland Baseball Field"
"OHI59245","109","596640","NCAAF","ohio","OHIO","Ohio","Bobcats","Ohio University","d1","Mid-American","#006342","#CDA177","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ohio.svg","Craig Moore","https://www.ncaa.com/schools/ohio","https://ohiobobcats.com","@OhioBobcats","Bob Wren Stadium"
"OSU37296","108","596639","NCAAF","ohio-state","OSU","Ohio State","Buckeyes","The Ohio State University","d1","Big Ten","#DE3129","#CE0F3E","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ohio-st.svg","Justin Haire","https://www.ncaa.com/schools/ohio-st","https://ohiostatebuckeyes.com","@OhioStAthletics","Nick Swisher Field at Bill Davis Stadium"
"OUX32483","112","596714","NCAAF","oklahoma","OU","Oklahoma","Sooners","Oklahoma State University","d1","Big 12","#7B0000","#1A1919","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oklahoma-st.svg","Josh Holliday","https://www.ncaa.com/schools/oklahoma-st","https://okstate.com","@OSUAthletics","O'Brate Stadium"
"OKS10515","110","596641","NCAAF","oklahoma-state","OKST","Oklahoma State","Cowboys","University of Oklahoma","d1","Southeastern","#A80C30","#A80C31","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oklahoma.svg","Skip Johnson","https://www.ncaa.com/schools/oklahoma","https://soonersports.com","@OU_Athletics","L. Dale Mitchell Park"
"ODU62587","140","596642","NCAAF","old-dominion","ODU","Old Dominion","Monarchs","Old Dominion University","d1","Sun Belt","#00507D","#92979A","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/old-dominion.svg","Chris Finwood","https://www.ncaa.com/schools/old-dominion","https://odusports.com","@ODUSports","Bud Metheny Complex"
"MIS43074","92","596607","NCAAF","ole-miss","MISS","Ole Miss","Rebels","University of Mississippi","d1","Southeastern","#101894","#173A79","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ole-miss.svg","Mike Bianco","https://www.ncaa.com/schools/ole-miss","https://olemisssports.com","@OleMissSports","Oxford-University Stadium/Swayze Field"
"OMA50152","396","596618","NCAAF","omaha","OMA","Omaha","Mavericks","University of Nebraska-Omaha","d1","The Summit League","#E3193E","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/neb-omaha.svg","Evan Porter","https://www.ncaa.com/schools/neb-omaha","https://omavs.com","@omavs","Tal Anderson Field"
"ORU26635","111","596715","NCAAF","oral-roberts","ORU","Oral Roberts","Golden Eagles","Oral Roberts University","d1","The Summit League","#002955","#A38C31","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oral-roberts.svg","Ryan Folmar","https://www.ncaa.com/schools/oral-roberts","https://orugoldeneagles.com","@ORUAthletics","J.L. Johnson Stadium"
"ORE33664","273","596643","NCAAF","oregon","ORE","Oregon","Ducks","Oregon State University","d1","West Coast","#044520","#DC3821","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oregon-st.svg","Mitch Canham","https://www.ncaa.com/schools/oregon-st","https://osubeavers.com","@beaverathletics","Goss Stadium At Coleman Field"
"ORS09791","113","596644","NCAAF","oregon-state","ORST","Oregon State","Beavers","University of Oregon","d1","Big Ten","#0C743D","#0C743E","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oregon.svg","Mark Wasikowski","https://www.ncaa.com/schools/oregon","https://goducks.com","@GoDucks","PK Park"
"PAC35458","129700","596645","NCAAF","pacific-lutheran","PAC","Pacific Lutheran","Lutes","University of the Pacific","d1","West Coast","#F36717","#020202","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pacific.svg","Reed Peters","https://www.ncaa.com/schools/pacific","https://pacifictigers.com","@PacificTigers","Klein Family Field"
"PSU27412","414","596647","NCAAF","penn-state","PSU","Penn State","Nittany Lions","Penn State University","d1","Big Ten","#29294A","#FEFEFE","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/penn-st.svg","Mike Gambino","https://www.ncaa.com/schools/penn-st","https://gopsusports.com","@GoPSUsports","Medlar Field at Lubrano Park"
"PEN15123","415","596716","NCAAF","pennsylvania","PENN","Pennsylvania","Quakers","University of Pennsylvania","d1","The Ivy League","#B10021","#961A1F","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/penn.svg","John Yurkow","https://www.ncaa.com/schools/penn","https://pennathletics.com","@pennathletics","Meiklejohn Stadium"
"PEP37517","187","596648","NCAAF","pepperdine","PEPP","Pepperdine","Waves","Pepperdine University","d1","West Coast","#009C98","#F46F1B","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pepperdine.svg","Tyler LaTorre","https://www.ncaa.com/schools/pepperdine","https://pepperdinesports.com","@PepperdineWaves","Eddy D. Field Baseball Stadium"
"PIT10176","115","596649","NCAAF","pittsburgh","PITT","Pittsburgh","Panthers","University of Pittsburgh","d1","Atlantic Coast","#313169","#FFB81C","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pittsburgh.svg","Mike Bell","https://www.ncaa.com/schools/pittsburgh","https://pittsburghpanthers.com","@PittAthletics","Petersen Sports Complex Charles L. Cost Field"
"POR63526","416","596650","NCAAF","portland","PORT","Portland","Pilots","University of Portland","d1","West Coast","#4200A0","#2D2153","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/portland.svg","Geoff Loomis","https://www.ncaa.com/schools/portland","https://portlandpilots.com","@PortlandPilots","Joe Etzel Field"
"PVX41718","188","596651","NCAAF","prairie-view-am","PV","Prairie View A&M","Panthers","Prairie View A&M University","d1","Southwestern Athletic Conf.","#4D0960","#4F2582","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/prairie-view.svg","Auntwan Riggins","https://www.ncaa.com/schools/prairie-view","https://pvpanthers.com","@PVAthletics","Tankersley Field"
"PRE38339","418","596464","NCAAF","presbyterian","PRES","Presbyterian","Blue Hose","Presbyterian College","d1","Big South","#003372","#931430","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/presbyterian.svg","Elton Pollock","https://www.ncaa.com/schools/presbyterian","https://gobluehose.com","@BlueHoseSports","PC Baseball Complex"
"PRI07917","101","596652","NCAAF","princeton","PRIN","Princeton","Tigers","Princeton University","d1","The Ivy League","#FF9408","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/princeton.svg","Scott Bradley","https://www.ncaa.com/schools/princeton","https://goprincetontigers.com","@PUTigers",NA
"PUR07469","189","596567","NCAAF","purdue","PUR","Purdue","Boilermakers","Purdue University Fort Wayne","d1","Horizon League","#211818","#CAC8C9","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ipfw.svg","Doug Schreiber","https://www.ncaa.com/schools/ipfw","https://gomastodons.com","@GoMastodons","Mastodon Field"
"PFW02400","374","596653","NCAAF","purdue-fort-wayne","PFW","Purdue Fort Wayne","Mastodons","Purdue University","d1","Big Ten","#00378A","#1D1C1B","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/purdue.svg","Greg Goff","https://www.ncaa.com/schools/purdue","https://purduesports.com","@PurdueSports","Alexander Field"
"QUI38505","420","596654","NCAAF","quinnipiac","QUIN","Quinnipiac","Bobcats","Quinnipiac University","d1","Metro Atlantic Athletic","#002162","#121B2C","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/quinnipiac.svg","John Delaney","https://www.ncaa.com/schools/quinnipiac","https://quinnipiacbobcats.com","@QUAthletics","Quinnipiac Baseball Field"
"RAD55328","421","596655","NCAAF","radford","RAD","Radford","Highlanders","Radford University","d1","Big South","#BD1818","#D3D4D3","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/radford.svg","Alex Guerra","https://www.ncaa.com/schools/radford","https://radfordathletics.com","@ru_athletics","Sherman Carter Memorial Stadium"
"URI23839","422","596656","NCAAF","rhode-island","URI","Rhode Island","Rams","University of Rhode Island","d1","Atlantic 10","#003559","#74B4E6","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/rhode-island.svg","Raph Cerrato","https://www.ncaa.com/schools/rhode-island","https://gorhody.com","@GoRhodyRams","Bill Beck Field"
"RIC51920","122","596657","NCAAF","rice","RICE","Rice","Owls","Rice University","d1","American Athletic","#00315A","#173A78","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/rice.svg","Jose Cruz Jr.","https://www.ncaa.com/schools/rice","https://riceowls.com","@RiceOwlsdotcom","Reckling Park"
"RIC10530","130","596658","NCAAF","richmond","RICH","Richmond","Spiders","University of Richmond","d1","Atlantic 10","#004371","#D51041","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/richmond.svg","Mik Aoki","https://www.ncaa.com/schools/richmond","https://richmondspiders.com","@SpiderAthletics","Pitt Field"
"RID04166","423","596659","NCAAF","rider","RID","Rider","Broncs","Rider University","d1","Metro Atlantic Athletic","#C82223","#A80C30","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/rider.svg","Lee Lipinski","https://www.ncaa.com/schools/rider","https://gobroncs.com","@RIDERATHLETICS","Sonny Pittaro Field"
"RUT12549","102","596660","NCAAF","rutgers","RUTG","Rutgers","Scarlet Knights","Rutgers University","d1","Big Ten","#E51635","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/rutgers.svg","Steve Owens","https://www.ncaa.com/schools/rutgers","https://scarletknights.com","@RUAthletics","Bainton Field"
"SEL08764","309","596687","NCAAF","se-louisiana","SELA","SE Louisiana","Lions","University of Louisiana at Lafayette","d1","Sun Belt","#D11C2E","#181210","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/la-lafayette.svg","Matt Deggs","https://www.ncaa.com/schools/la-lafayette","https://ragincajuns.com","@ULRaginCajuns","M.L. 'Tigue' Moore Field at Russo Park"
"SIU52184","429","596683","NCAAF","siu-edwardsville","SIUE","SIU Edwardsville","Cougars","Southern Illinois Univ.-Edwardsville ","d1","Ohio Valley","#EB1C23","#D4AE7D","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/siu-edwardsville.svg","Sean Lyons","https://www.ncaa.com/schools/siu-edwardsville","https://siuecougars.com","@SIUECougars","Roy E. Field at Simmons Baseball Complex"
"SAC24467","314","596509","NCAAF","sacramento-state","SAC","Sacramento State","Hornets","Sacramento State University","d1","Big Sky","#024D36","#B09247","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/sacramento-st.svg","Reggie Christiansen","https://www.ncaa.com/schools/sacramento-st","https://hornetsports.com","@hornetsports","John Smith Field"
"SHU36352","266","596661","NCAAF","sacred-heart","SHU","Sacred Heart","Pioneers","Sacred Heart University","d1","Metro Atlantic Athletic","#BB003A","#444142","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/sacred-heart.svg","Pat Egan","https://www.ncaa.com/schools/sacred-heart","https://sacredheartpioneers.com","@SHUBigRed","Veterans Park"
"JOE21323","425","596663","NCAAF","saint-josephs","JOES","Saint Joseph's","Hawks","Saint Joseph's University","d1","Atlantic 10","#BB003A","#010000","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/saint-josephs.svg","Fritz Hamburg","https://www.ncaa.com/schools/saint-josephs","https://sjuhawks.com","@SJUHawks","Smithson Field"
"SLU49794","300","596664","NCAAF","saint-louis","SLU","Saint Louis","Billikens","Saint Louis University","d1","Atlantic 10","#C8C7C5","#244995","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/saint-louis.svg","Darin Hendrickson","https://www.ncaa.com/schools/saint-louis","https://slubillikens.com","@SLU_Billikens","Billiken Sports Center"
"CON17466","1067","596665","NCAAF","saint-paul","CONC","Saint Paul","Golden Bears","St. Mary's College (CA)","d1","West Coast","#0B335E","#D0CFCF","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/st-marys-ca.svg","Eric Valenzuela","https://www.ncaa.com/schools/st-marys-ca","https://smcgaels.com","@smcgaels","Louis Guisto Field"
"SPU10189","437","596666","NCAAF","saint-peters","SPU","Saint Peter's","Peacocks","Saint Peter's University ","d1","Metro Atlantic Athletic","#001555","#FFFFFE","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/st-peters.svg","Grant Neary","https://www.ncaa.com/schools/st-peters","https://saintpeterspeacocks.com","@PeacockNation","Jaroschak Field"
"SHS05127","190","596667","NCAAF","sam-houston","SHSU","Sam Houston","Bearkats","Sam Houston State University","d1"," USA","#FF7800","#DF502B","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/sam-houston-st.svg","Jay Sirianni","https://www.ncaa.com/schools/sam-houston-st","https://gobearkats.com","@BearkatSports","Don Sanders"
"SAM28723","274","596668","NCAAF","samford","SAM","Samford","Bulldogs","Samford University","d1","Southern","#005485","#192743","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/samford.svg","Tony David","https://www.ncaa.com/schools/samford","https://samfordsports.com","@samford_sports","Joe Lee Griffin Field"
"USD53910","143","596669","NCAAF","san-diego","USD","San Diego","Toreros","San Diego State University","d1","Mountain West","#0D1361","#C52437","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/san-diego-st.svg","Shaun Cole","https://www.ncaa.com/schools/san-diego-st","https://goaztecs.com","@GoAztecs","Tony Gwynn Stadium"
"SDS29276","62","596670","NCAAF","san-diego-state","SDSU","San Diego State","Aztecs","University of San Diego","d1","West Coast","#D60039","#4F99D9","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/san-diego.svg","Brock Ungricht","https://www.ncaa.com/schools/san-diego","https://usdtoreros.com","@USDToreros","Fowler Park"
"SFX02506","267","596671","NCAAF","san-francisco","SF","San Francisco","Dons","University of San Francisco","d1","West Coast","#083123","#174B33","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/san-francisco.svg","Rob DiToma","https://www.ncaa.com/schools/san-francisco","https://usfdons.com","@DonsAthletics","Benedetti Diamond"
"SJS51362","63","596672","NCAAF","san-jose-state","SJSU","San José State","Spartans","San Jose State University","d1","Mountain West","#005A94","#FFFFFE","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/san-jose-st.svg","Brad Sanfilippo","https://www.ncaa.com/schools/san-jose-st","https://sjsuspartans.com","@SJSUAthletics","Excite Ballpark"
"SCU36868","427","596673","NCAAF","santa-clara","SCU","Santa Clara","Broncos","Santa Clara University","d1","West Coast","#690B0B","#741D35","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/santa-clara.svg","Rusty Filter","https://www.ncaa.com/schools/santa-clara","https://santaclarabroncos.com","@SCUBroncos","Stephen Schott Stadium"
"SEA07524","428","596465","NCAAF","seattle-u","SEA","Seattle U","Redhawks","Seattle University","d1","West Coast","#BD2D1A","#C32F41","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/seattle.svg","Donny Harrel","https://www.ncaa.com/schools/seattle","https://goseattleu.com","@su_athletics","Bannerwood Park"
"HAL64533","268","596674","NCAAF","seton-hall","HALL","Seton Hall","Pirates","Seton Hall University","d1","Big East","#3142AD","#A9AFB2","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/seton-hall.svg","Rob Sheppard","https://www.ncaa.com/schools/seton-hall","https://shupirates.com","@SHUAthletics","Mike Sheppard, Sr. Stadium at Owen T. Carroll Field"
"SIE30401","311","596675","NCAAF","siena","SIE","Siena","Saints","Siena College","d1","Metro Atlantic Athletic","#006549","#FFC62D","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/siena.svg","Alex Jurczynski","https://www.ncaa.com/schools/siena","https://sienasaints.com","@SienaSaints","Connors Park"
"USA63805","57","596677","NCAAF","south-alabama","USA","South Alabama","Jaguars","University of South Carolina","d1","Southeastern","#004A7B","#961730","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-carolina.svg","Paul Mainieri","https://www.ncaa.com/schools/south-carolina","https://gamecocksonline.com","@GamecocksOnline","Founders Park"
"SCX65227","193","596681","NCAAF","south-carolina","SC","South Carolina","Gamecocks","University of Southern California","d1","Big Ten","#A21A34","#FBC01C","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-california.svg","Andy Stankiewicz","https://www.ncaa.com/schools/southern-california","https://www.usctrojans.com","@USC_Athletics","Dedeaux Field"
"SCU22569","453","596469","NCAAF","south-carolina-upstate","SCUP","South Carolina Upstate","Spartans","University of South Carolina Upstate","d1","Big South","#006E3A","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/usc-upstate.svg","Kane Sweeney","https://www.ncaa.com/schools/usc-upstate","https://upstatespartans.com","@UpstateSpartans","Cleveland S. Harley Baseball Park"
"SDA39577","431","596678","NCAAF","south-dakota","SDAK","South Dakota","Coyotes","South Dakota State University","d1","The Summit League","#D11346","#FDDD04","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-dakota-st.svg","Rob Bishop","https://www.ncaa.com/schools/south-dakota-st","https://gojacks.com","@GoJacksSDSU","Erv Huether Field"
"USF52466","76","596679","NCAAF","south-florida","USF","South Florida","Bulls","University of South Florida","d1","American Athletic","#004231","#CBC282","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-fla.svg","Mitch Hannahs","https://www.ncaa.com/schools/south-fla","https://gousfbulls.com","@USFAthletics","USF Baseball Stadium"
"SEM44304","191","596719","NCAAF","southeast-missouri-state","SEMO","Southeast Missouri State","Redhawks","The University of Southern Mississippi","d1","Sun Belt","#CC0000","#FBBF16","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-miss.svg","Christian Ostrander","https://www.ncaa.com/schools/southern-miss","https://southernmiss.com","@USMGoldenEagles","Pete Taylor Park at Hill Denson Field"
"SOU35986","194","596682","NCAAF","southern","SOU","Southern","Jaguars","Southern Illinois University","d1","Missouri Valley","#291B4C","#FEFEFE","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-ill.svg","Lance Rhodes","https://www.ncaa.com/schools/southern-ill","https://siusalukis.com","@SIUSalukis","Itchy Jones Stadium"
"SIU24795","432","596680","NCAAF","southern-illinois","SIU","Southern Illinois","Salukis","Southeastern Louisiana University","d1","Southland","#85283D","#F6C03C","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southeastern-la.svg","Bobby Barbier","https://www.ncaa.com/schools/southeastern-la","https://lionsports.net","@sluathletics","Pat Kenelly Diamond at Alumni Field"
"SNI45850","1246","596676","NCAAF","southern-indiana","SNI","Southern Indiana","Screaming Eagles","University of South Alabama","d1","Sun Belt","#173A79","#D2103E","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-ala.svg","Mark Calvi","https://www.ncaa.com/schools/south-ala","https://usajaguars.com","@USAJaguarSports","Stanky Field"
"USM09557","192","596718","NCAAF","southern-miss","USM","Southern Miss","Golden Eagles","Southeast Missouri State University","d1","Ohio Valley","#FFAA3C","#C92335","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southeast-mo-st.svg","Andy Sawyers","https://www.ncaa.com/schools/southeast-mo-st","https://gosoutheast.com","@GoSoutheast","Capaha Park"
"SUU24178","434","596684","NCAAF","southern-utah","SUU","Southern Utah","Thunderbirds","Southern University","d1","Southwestern Athletic Conf.","#D10000","#FFFFFE","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-u.svg","Chris Crenshaw","https://www.ncaa.com/schools/southern-u","https://gojagsports.com","@SouthernUsports","Lee-Hines Field"
"SBU58859","105","596662","NCAAF","st-bonaventure","SBU","St. Bonaventure","Bonnies","St. Bonaventure University","d1","Atlantic 10","#712A1B","#B5ADA5","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/st-bonaventure.svg","Jason Rathbun","https://www.ncaa.com/schools/st-bonaventure","https://gobonnies.com","@GoBonnies",NA
"SJU05354","195","596717","NCAAF","st-johns","SJU","St. John's","Red Storm","St. John's University (N.Y.) ","d1","Big East","#E24552","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/st-johns-ny.svg","Mike Hampton","https://www.ncaa.com/schools/st-johns-ny","https://redstormsports.com","@StJohnsRedStorm","Jack Kaiser Stadium"
"STA18895","64","596688","NCAAF","stanford","STAN","Stanford","Cardinal","Stanford University","d1","Atlantic Coast","#B72931","#8E1C1C","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/stanford.svg","David Esquer","https://www.ncaa.com/schools/stanford","https://gostanford.com","@gostanford","Sunken Diamond"
"SFA31987","438","596689","NCAAF","stephen-f-austin","SFA","Stephen F. Austin","Lumberjacks","Stephen F. Austin State University","d1","Southland","#230D3C","#532F7C","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/stephen-f-austin.svg","Matt Vanderburg","https://www.ncaa.com/schools/stephen-f-austin","https://sfajacks.com","@SFA_Athletics","Jaycees Field"
"STE32740","74","596720","NCAAF","stetson","STET","Stetson","Hatters","Stetson University","d1","Atlantic Sun","#18581C","#448D35","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/stetson.svg","Steve Trimper","https://www.ncaa.com/schools/stetson","https://gohatters.com","@StetsonHatters","Melching Field at Conrad Park"
"STB40039","196","596690","NCAAF","stony-brook","STBK","Stony Brook","Seawolves","Stony Brook University","d1","Coastal Athletic Association","#003559","#971A1F","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/stony-brook.svg","Matt Senk","https://www.ncaa.com/schools/stony-brook","https://goseawolves.org","@SBAthletics","Joe Nathan Field"
"TCU03532","198","596421","NCAAF","tcu","TCU","TCU","Horned Frogs","Texas Christian University","d1","Big 12","#201852","#592C82","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/tcu.svg","Kirk Saarloos","https://www.ncaa.com/schools/tcu","https://gofrogs.com","@TCU_Athletics","Lupton Stadium"
"TAS43545","1145","596700","NCAAF","tarleton-state","TaSt","Tarleton State","Texans","Tarleton State University","d1","Western Athletic","#FEFEFE","#5A2B81","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/tarleton-st.svg","Fuller Smith","https://www.ncaa.com/schools/tarleton-st","https://tarletonsports.com","@TarletonSports","Tarleton Baseball Complex"
"TNS30282","440","596721","NCAAF","tennessee-state","TNST","Tennessee State","Tigers","University of Tennessee","d1","Southeastern","#21398C","#F57217","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/tennessee.svg","Tony Vitello","https://www.ncaa.com/schools/tennessee","https://utsports.com","@Vol_Sports","Lindsey Nelson Stadium"
"TNT45186","441","596691","NCAAF","tennessee-tech","TNTC","Tennessee Tech","Golden Eagles","Tennessee Technological University","d1","Ohio Valley","#440E62","#FDDD04","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/tennessee-tech.svg","Matt Bragga","https://www.ncaa.com/schools/tennessee-tech","https://ttusports.com","@TTUGoldenEagles","Bush Stadium at Averitt Baseball Complex"
"TAM00686","123","596420","NCAAF","texas-am","TA&M","Texas A&M","Aggies","Texas A&M University","d1","Southeastern","#6A3333","#7D3351","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/texas-am.svg","Michael Earley","https://www.ncaa.com/schools/texas-am","https://aggieathletics.com","@AggieAthletics","Blue Bell Park"
"AMC09570","443","596471","NCAAF","texas-am-corpus-christi","AMCC","Texas A&M-Corpus Christi","Islanders","Texas A&M-Corpus Christi","d1","Southland","#00639C","#008752","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/am-corpus-chris.svg","Scott Malone","https://www.ncaa.com/schools/am-corpus-chris","https://goislanders.com","@Go_Islanders","Chapman Field"
"TXL22732","846","596686","NCAAF","texas-lutheran","TXLU","Texas Lutheran","Bulldogs","Texas State University","d1","Sun Belt","#511D20","#B09247","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/texas-st.svg","Steven Trout","https://www.ncaa.com/schools/texas-st","https://txstatebobcats.com","@TXSTATEBOBCATS","Bobcat Ballpark"
"TXS49984","200","596422","NCAAF","texas-southern","TXSO","Texas Southern","Tigers","Texas Southern University","d1","Southwestern Athletic Conf.","#680100","#820431","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/texas-southern.svg","Michael Robertson","https://www.ncaa.com/schools/texas-southern","https://athletics.tsu.edu","@TXSOTigers","MacGregor Park"
"TTU47597","201","596423","NCAAF","texas-tech","TTU","Texas Tech","Red Raiders","Texas Tech University","d1","Big 12","#D60039","#ED1F2A","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/texas-tech.svg","Tim Tadlock","https://www.ncaa.com/schools/texas-tech","https://texastech.com","@TechAthletics","Dan Law Field at Rip Griffin Park"
"UTP58955","444","596425","NCAAF","texas-pan-american","UTPA","Texas-Pan American","Broncs","University of Texas","d1","Southeastern","#DC6000","#E05E14","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/texas.svg","Jim Schlossnagle","https://www.ncaa.com/schools/texas","https://texassports.com","@TexasSports","UFCU Disch-Falk Field"
"CIT56490","202","596522","NCAAF","the-citadel","CIT","The Citadel","Bulldogs","The Citadel","d1","Southern","#77A5C3","#15233C","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/citadel.svg","Russell Triplett","https://www.ncaa.com/schools/citadel","https://citadelsports.com","@CitadelSports","Joseph P. Riley Jr. Park"
"TOL25061","445","596427","NCAAF","toledo","TOL","Toledo","Rockets","University of Toledo","d1","Mid-American","#00275D","#173A78","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/toledo.svg","Rob Reinstetle","https://www.ncaa.com/schools/toledo","https://utrockets.com","@ToledoRockets","Fifth Third Field"
"TOW49289","305","596428","NCAAF","towson","TOW","Towson","Tigers","Towson University","d1","Coastal Athletic Association","#231F20","#FBC707","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/towson.svg","Matt Tyner","https://www.ncaa.com/schools/towson","https://towsontigers.com","@TowsonTigers","John B. Schuerholz Park"
"TRO58102","269","596429","NCAAF","troy","TROY","Troy","Trojans","Troy University","d1","Sun Belt","#843131","#871C30","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/troy.svg","Skylar Meade","https://www.ncaa.com/schools/troy","https://troytrojans.com","@TroyAthletics","Riddle-Pace Field"
"TUL23024","203","596701","NCAAF","tulane","TULN","Tulane","Green Wave","Tulane University","d1","American Athletic","#084A38","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/tulane.svg","Jay Uhlman","https://www.ncaa.com/schools/tulane","https://tulanegreenwave.com","@GreenWaveNews","Greer Field at Turchin Stadium"
"UAB25281","447","596481","NCAAF","uab","UAB","UAB","Blazers","UAB","d1","American Athletic","#231F20","#D82342","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uab.svg","Casey Dunn","https://www.ncaa.com/schools/uab","https://uabsports.com","@UABathletics","Young Memorial Field"
