"espn_id","uid","slug","abbreviation","displayName","shortDisplayName","name","nickname","location","color","alternateColor","isActive","isAllStar","logo","Clubhouse","Roster","Statistics","Schedule","Tickets"
"2201","s:20~l:23~t:2201","eastern-new-mexico-greyhounds","EASTERNNM","Eastern New Mexico Greyhounds","Eastern NM","Greyhounds","Eastern NM","Eastern New Mexico","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2201.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2201","https://www.espn.com/college-football/team/stats/_/id/2201","https://www.espn.com/college-football/team/schedule/_/id/2201",NA
"2202","s:20~l:23~t:2202","eastern-oregon","EORE","Eastern Oregon","E Oregon","Eastern Oregon","E Oregon","Eastern Oregon",NA,NA,TRUE,FALSE,NA,"https://www.espn.com/college-football/team/_/id/2202/eastern-oregon","https://www.espn.com/college-football/team/roster/_/id/2202","https://www.espn.com/college-football/team/stats/_/id/2202","https://www.espn.com/college-football/team/schedule/_/id/2202",NA
"2205","s:20~l:23~t:2205","edinboro-university-fighting-scots","EDI","Edinboro University Fighting Scots","Edinboro","Fighting Scots","Edinboro","Edinboro University","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2205.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2205","https://www.espn.com/college-football/team/stats/_/id/2205","https://www.espn.com/college-football/team/schedule/_/id/2205",NA
"2206","s:20~l:23~t:2206","edward-waters-tigers","EDW","Edward Waters Tigers","Ed Waters","Tigers","Ed Waters","Edward Waters",NA,NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2206.png","https://www.espn.com/college-football/team/_/id/2206/edward-waters-tigers","https://www.espn.com/college-football/team/roster/_/id/2206","https://www.espn.com/college-football/team/stats/_/id/2206","https://www.espn.com/college-football/team/schedule/_/id/2206",NA
"122775","s:20~l:23~t:122775","elgin-eagles","JUDSO","Elgin Eagles","JUDSON","Eagles","JUDSON","Elgin",NA,NA,TRUE,FALSE,NA,"https://www.espn.com/college-football/team/_/id/122775/elgin-eagles","https://www.espn.com/college-football/team/roster/_/id/122775","https://www.espn.com/college-football/team/stats/_/id/122775","https://www.espn.com/college-football/team/schedule/_/id/122775",NA
"2207","s:20~l:23~t:2207","elizabeth-city-state-vikings","ELI","Elizabeth City State Vikings","Eliz City","Vikings","Eliz City","Elizabeth City State","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2207.png","https://www.espn.com/college-football/team/_/id/2207/elizabeth-city-state-vikings","https://www.espn.com/college-football/team/roster/_/id/2207","https://www.espn.com/college-football/team/stats/_/id/2207","https://www.espn.com/college-football/team/schedule/_/id/2207",NA
"72","s:20~l:23~t:72","elmhurst-bluejays","ELM","Elmhurst Bluejays","Elmhurst","Bluejays","Elmhurst","Elmhurst","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/72.png",NA,"https://www.espn.com/college-football/team/roster/_/id/72","https://www.espn.com/college-football/team/stats/_/id/72","https://www.espn.com/college-football/team/schedule/_/id/72",NA
"2213","s:20~l:23~t:2213","emory-henry-college-wasps","EMHEN","Emory & Henry College Wasps","Emory & Henry","Wasps","Emory & Henry","Emory & Henry College","1e376d","daad27",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2213.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2213","https://www.espn.com/college-football/team/stats/_/id/2213","https://www.espn.com/college-football/team/schedule/_/id/2213",NA
"2214","s:20~l:23~t:2214","emporia-state-university-hornets","EMP","Emporia State University Hornets","Emporia St","Hornets","Emporia St","Emporia State University","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2214.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2214","https://www.espn.com/college-football/team/stats/_/id/2214","https://www.espn.com/college-football/team/schedule/_/id/2214",NA
"452","s:20~l:23~t:452","endicott-college-gulls","END","Endicott College Gulls","Endicott","Gulls","Endicott","Endicott College","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/452.png",NA,"https://www.espn.com/college-football/team/roster/_/id/452","https://www.espn.com/college-football/team/stats/_/id/452","https://www.espn.com/college-football/team/schedule/_/id/452",NA
"3236","s:20~l:23~t:3236","erie-kats","ECC","Erie Kats","Erie","Kats","Erie","Erie",NA,NA,TRUE,FALSE,NA,"https://www.espn.com/college-football/team/_/id/3236/erie-kats","https://www.espn.com/college-football/team/roster/_/id/3236","https://www.espn.com/college-football/team/stats/_/id/3236","https://www.espn.com/college-football/team/schedule/_/id/3236",NA
"101","s:20~l:23~t:101","eureka-college-red-devils","EUR","Eureka College Red Devils","Eureka","Red Devils","Eureka","Eureka College","960a2c","c09a05",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/101.png",NA,"https://www.espn.com/college-football/team/roster/_/id/101","https://www.espn.com/college-football/team/stats/_/id/101","https://www.espn.com/college-football/team/schedule/_/id/101",NA
"2865","s:20~l:23~t:2865","evangel-university-crusaders","EVA","Evangel University Crusaders","Evangel","Crusaders","Evangel","Evangel University",NA,NA,TRUE,FALSE,NA,"https://www.espn.com/college-football/team/_/id/2865/evangel-university-crusaders","https://www.espn.com/college-football/team/roster/_/id/2865","https://www.espn.com/college-football/team/stats/_/id/2865","https://www.espn.com/college-football/team/schedule/_/id/2865",NA
"2221","s:20~l:23~t:2221","fdu-florham-devils","FDUFLOR","FDU-Florham Devils","FDU Florhm","Devils","FDU Florhm","FDU-Florham","003f87","a32638",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2221.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2221","https://www.espn.com/college-football/team/stats/_/id/2221","https://www.espn.com/college-football/team/schedule/_/id/2221",NA
"2986","s:20~l:23~t:2986","fairmont-state-falcons","FAIRST","Fairmont State Falcons","Fairmnt St","Falcons","Fairmnt St","Fairmont State","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2986.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2986","https://www.espn.com/college-football/team/stats/_/id/2986","https://www.espn.com/college-football/team/schedule/_/id/2986",NA
"2219","s:20~l:23~t:2219","faulkner-university-eagles","FAULKNER","Faulkner University Eagles","Faulkner","Eagles","Faulkner","Faulkner University","000000",NA,TRUE,FALSE,NA,"https://www.espn.com/college-football/team/_/id/2219/faulkner-university-eagles","https://www.espn.com/college-football/team/roster/_/id/2219","https://www.espn.com/college-football/team/stats/_/id/2219","https://www.espn.com/college-football/team/schedule/_/id/2219",NA
"2220","s:20~l:23~t:2220","fayetteville-state-broncos","FAY","Fayetteville State Broncos","Fayetvl St","Broncos","Fayetvl St","Fayetteville State","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2220.png","https://www.espn.com/college-football/team/_/id/2220/fayetteville-state-broncos","https://www.espn.com/college-football/team/roster/_/id/2220","https://www.espn.com/college-football/team/stats/_/id/2220","https://www.espn.com/college-football/team/schedule/_/id/2220",NA
"2222","s:20~l:23~t:2222","ferris-state-bulldogs","FRST","Ferris State Bulldogs","Ferris St","Bulldogs","Ferris St","Ferris State","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2222.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2222","https://www.espn.com/college-football/team/stats/_/id/2222","https://www.espn.com/college-football/team/schedule/_/id/2222",NA
"366","s:20~l:23~t:366","ferrum-panthers","FER","Ferrum Panthers","Ferrum","Panthers","Ferrum","Ferrum","000000","c0a656",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/366.png",NA,"https://www.espn.com/college-football/team/roster/_/id/366","https://www.espn.com/college-football/team/stats/_/id/366","https://www.espn.com/college-football/team/schedule/_/id/366",NA
"2224","s:20~l:23~t:2224","findlay-oilers","FINDLAY","Findlay Oilers","Findlay","Oilers","Findlay","Findlay","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2224.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2224","https://www.espn.com/college-football/team/stats/_/id/2224","https://www.espn.com/college-football/team/schedule/_/id/2224",NA
"114","s:20~l:23~t:114","fitchburg-state-falcons","FITCH","Fitchburg State Falcons","Fitchburg","Falcons","Fitchburg","Fitchburg State","024d36","fbbf16",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/114.png",NA,"https://www.espn.com/college-football/team/roster/_/id/114","https://www.espn.com/college-football/team/stats/_/id/114","https://www.espn.com/college-football/team/schedule/_/id/114",NA
"125762","s:20~l:23~t:125762","florida-memorial-university-lions","FLAMEMRL","Florida Memorial University Lions","Florida Memori","Lions","Florida Memori","Florida Memorial University",NA,NA,TRUE,FALSE,NA,"https://www.espn.com/college-football/team/_/id/125762/florida-memorial-university-lions","https://www.espn.com/college-football/team/roster/_/id/125762","https://www.espn.com/college-football/team/stats/_/id/125762","https://www.espn.com/college-football/team/schedule/_/id/125762",NA
"2231","s:20~l:23~t:2231","fort-hays-state-tigers","FTHAYST","Fort Hays State Tigers","Ft Hays St","Tigers","Ft Hays St","Fort Hays State","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2231.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2231","https://www.espn.com/college-football/team/stats/_/id/2231","https://www.espn.com/college-football/team/schedule/_/id/2231",NA
"2237","s:20~l:23~t:2237","fort-lewis-skyhawks","FORTLEW","Fort Lewis Skyhawks","Ft Lewis","Skyhawks","Ft Lewis","Fort Lewis","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2237.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2237","https://www.espn.com/college-football/team/stats/_/id/2237","https://www.espn.com/college-football/team/schedule/_/id/2237",NA
"2232","s:20~l:23~t:2232","fort-valley-state-wildcats","FOR","Fort Valley State Wildcats","Ft Valley","Wildcats","Ft Valley","Fort Valley State","f9bd0a","2a307f",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2232.png","https://www.espn.com/college-football/team/_/id/2232/fort-valley-state-wildcats","https://www.espn.com/college-football/team/roster/_/id/2232","https://www.espn.com/college-football/team/stats/_/id/2232","https://www.espn.com/college-football/team/schedule/_/id/2232",NA
"2967","s:20~l:23~t:2967","framingham-state-rams","FRA","Framingham State Rams","Framingham","Rams","Framingham","Framingham State","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2967.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2967","https://www.espn.com/college-football/team/stats/_/id/2967","https://www.espn.com/college-football/team/schedule/_/id/2967",NA
"2234","s:20~l:23~t:2234","franklin-marshall-diplomats","FRKLNMAR","Franklin & Marshall Diplomats","Frkln Mrsh","Diplomats","Frkln Mrsh","Franklin & Marshall","25377d","6cb3e9",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2234.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2234","https://www.espn.com/college-football/team/stats/_/id/2234","https://www.espn.com/college-football/team/schedule/_/id/2234",NA
"2233","s:20~l:23~t:2233","franklin-grizzlies","FRANKLIN","Franklin Grizzlies","Franklin","Grizzlies","Franklin","Franklin","1b295b","fdd106",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2233.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2233","https://www.espn.com/college-football/team/stats/_/id/2233","https://www.espn.com/college-football/team/schedule/_/id/2233",NA
"112334","s:20~l:23~t:112334","franklin-pierce-ravens","FRANK","Franklin Pierce Ravens","FRNKLNPRCE","Ravens","FRNKLNPRCE","Franklin Pierce",NA,NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/112334.png",NA,"https://www.espn.com/college-football/team/roster/_/id/112334","https://www.espn.com/college-football/team/stats/_/id/112334","https://www.espn.com/college-football/team/schedule/_/id/112334",NA
"527","s:20~l:23~t:527","friends-university-friends","FRIE","Friends University Friends","Friends","Friends","Friends","Friends University",NA,NA,TRUE,FALSE,NA,"https://www.espn.com/college-football/team/_/id/527/friends-university-friends","https://www.espn.com/college-football/team/roster/_/id/527","https://www.espn.com/college-football/team/stats/_/id/527","https://www.espn.com/college-football/team/schedule/_/id/527",NA
"341","s:20~l:23~t:341","frostburg-state-bobcats","FRO","Frostburg State Bobcats","Frostburg","Bobcats","Frostburg","Frostburg State","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/341.png",NA,"https://www.espn.com/college-football/team/roster/_/id/341","https://www.espn.com/college-football/team/stats/_/id/341","https://www.espn.com/college-football/team/schedule/_/id/341",NA
"417","s:20~l:23~t:417","gallaudet-bison","GALLAUDET","Gallaudet Bison","Gallaudet","Bison","Gallaudet","Gallaudet","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/417.png",NA,"https://www.espn.com/college-football/team/roster/_/id/417","https://www.espn.com/college-football/team/stats/_/id/417","https://www.espn.com/college-football/team/schedule/_/id/417",NA
"367","s:20~l:23~t:367","gannon-golden-knights","GAN","Gannon Golden Knights","Gannon","Golden Knights","Gannon","Gannon","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/367.png",NA,"https://www.espn.com/college-football/team/roster/_/id/367","https://www.espn.com/college-football/team/stats/_/id/367","https://www.espn.com/college-football/team/schedule/_/id/367",NA
"2242","s:20~l:23~t:2242","geneva-golden-tornadoes","GENEVA","Geneva Golden Tornadoes","Geneva","Golden Tornadoes","Geneva","Geneva","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2242.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2242","https://www.espn.com/college-football/team/stats/_/id/2242","https://www.espn.com/college-football/team/schedule/_/id/2242",NA
"2244","s:20~l:23~t:2244","george-mason-university-patriots","GMU","George Mason University Patriots","George Mason","Patriots","George Mason","George Mason University","016600","ecb010",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2244.png","https://www.espn.com/college-football/team/_/id/2244/george-mason-university-patriots","https://www.espn.com/college-football/team/roster/_/id/2244","https://www.espn.com/college-football/team/stats/_/id/2244","https://www.espn.com/college-football/team/schedule/_/id/2244",NA
"2245","s:20~l:23~t:2245","georgetown-college-kentucky-tigers","GTOWNCOLL","Georgetown College Kentucky Tigers","G'Town Col","Tigers","G'Town Col","Georgetown College Kentucky",NA,NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2245.png","https://www.espn.com/college-football/team/_/id/2245/georgetown-college-kentucky-tigers","https://www.espn.com/college-football/team/roster/_/id/2245","https://www.espn.com/college-football/team/stats/_/id/2245","https://www.espn.com/college-football/team/schedule/_/id/2245",NA
"2248","s:20~l:23~t:2248","gettysburg-bullets","GETTY","Gettysburg Bullets","Gettysburg","Bullets","Gettysburg","Gettysburg","000000",NA,TRUE,FALSE,NA,NA,"https://www.espn.com/college-football/team/roster/_/id/2248","https://www.espn.com/college-football/team/stats/_/id/2248","https://www.espn.com/college-football/team/schedule/_/id/2248",NA
"2249","s:20~l:23~t:2249","glenville-state-pioneers","GLENVILLE","Glenville State Pioneers","Glenville","Pioneers","Glenville","Glenville State","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2249.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2249","https://www.espn.com/college-football/team/stats/_/id/2249","https://www.espn.com/college-football/team/schedule/_/id/2249",NA
"530","s:20~l:23~t:530","graceland-university-graceland","GRC","Graceland University Graceland","Graceland","Graceland","Graceland","Graceland University","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/530.png","https://www.espn.com/college-football/team/_/id/530/graceland-university-graceland","https://www.espn.com/college-football/team/roster/_/id/530","https://www.espn.com/college-football/team/stats/_/id/530","https://www.espn.com/college-football/team/schedule/_/id/530",NA
"125","s:20~l:23~t:125","grand-valley-state-university-lakers","GVSU","Grand Valley State University Lakers","Grand Vall","Lakers","Grand Vall","Grand Valley State University","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/125.png",NA,"https://www.espn.com/college-football/team/roster/_/id/125","https://www.espn.com/college-football/team/stats/_/id/125","https://www.espn.com/college-football/team/schedule/_/id/125",NA
"2839","s:20~l:23~t:2839","greeneville-pioneers","TUS","Greeneville Pioneers","Tusculum","Pioneers","Tusculum","Greeneville","f2682a","000000",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2839.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2839","https://www.espn.com/college-football/team/stats/_/id/2839","https://www.espn.com/college-football/team/schedule/_/id/2839",NA
"2256","s:20~l:23~t:2256","greensboro-college-pride","GRNSBORO","Greensboro College Pride","Greensboro","Pride","Greensboro","Greensboro College","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2256.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2256","https://www.espn.com/college-football/team/stats/_/id/2256","https://www.espn.com/college-football/team/schedule/_/id/2256",NA
"2257","s:20~l:23~t:2257","greenville-panthers","GRNVIL","Greenville Panthers","Greenville","Panthers","Greenville","Greenville","f36917","000000",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2257.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2257","https://www.espn.com/college-football/team/stats/_/id/2257","https://www.espn.com/college-football/team/schedule/_/id/2257",NA
"65","s:20~l:23~t:65","grinnell-pioneers","GRI","Grinnell Pioneers","Grinnell","Pioneers","Grinnell","Grinnell","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/65.png",NA,"https://www.espn.com/college-football/team/roster/_/id/65","https://www.espn.com/college-football/team/stats/_/id/65","https://www.espn.com/college-football/team/schedule/_/id/65",NA
"146","s:20~l:23~t:146","grove-city-college-wolverines","GRO","Grove City College Wolverines","Grove City","Wolverines","Grove City","Grove City College","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/146.png",NA,"https://www.espn.com/college-football/team/roster/_/id/146","https://www.espn.com/college-football/team/stats/_/id/146","https://www.espn.com/college-football/team/schedule/_/id/146",NA
"2258","s:20~l:23~t:2258","guilford-college-quakers","GUI","Guilford College Quakers","Guilford","Quakers","Guilford","Guilford College","910028","dcddde",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2258.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2258","https://www.espn.com/college-football/team/stats/_/id/2258","https://www.espn.com/college-football/team/schedule/_/id/2258",NA
"2968","s:20~l:23~t:2968","gustavus-adolphus-golden-gusties","GUSADOL","Gustavus Adolphus Golden Gusties","Gustvs Adl","Golden Gusties","Gustvs Adl","Gustavus Adolphus","000000","ebb700",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2968.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2968","https://www.espn.com/college-football/team/stats/_/id/2968","https://www.espn.com/college-football/team/schedule/_/id/2968",NA
"348","s:20~l:23~t:348","hamilton-continentals","HAM","Hamilton Continentals","Hamilton","Continentals","Hamilton","Hamilton","062f87","d5b98b",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/348.png",NA,"https://www.espn.com/college-football/team/roster/_/id/348","https://www.espn.com/college-football/team/stats/_/id/348","https://www.espn.com/college-football/team/schedule/_/id/348",NA
"162","s:20~l:23~t:162","hamline-university-pipers","HAM","Hamline University Pipers","Hamline","Pipers","Hamline","Hamline University","98012e","ffffff",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/162.png",NA,"https://www.espn.com/college-football/team/roster/_/id/162","https://www.espn.com/college-football/team/stats/_/id/162","https://www.espn.com/college-football/team/schedule/_/id/162",NA
"297","s:20~l:23~t:297","hampden-sydney-tigers","HAM","Hampden-Sydney Tigers","Hamp Sdney","Tigers","Hamp Sdney","Hampden-Sydney","900028","a8b1b7",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/297.png",NA,"https://www.espn.com/college-football/team/roster/_/id/297","https://www.espn.com/college-football/team/stats/_/id/297","https://www.espn.com/college-football/team/schedule/_/id/297",NA
"2262","s:20~l:23~t:2262","hanover-college-panthers","HAN","Hanover College Panthers","Hanover","Panthers","Hanover","Hanover College","0b486d","990000",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2262.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2262","https://www.espn.com/college-football/team/stats/_/id/2262","https://www.espn.com/college-football/team/schedule/_/id/2262",NA
"2810","s:20~l:23~t:2810","hardin-simmons-cowboys","HARDSIM","Hardin-Simmons Cowboys","Hardn-Simm","Cowboys","Hardn-Simm","Hardin-Simmons","5b2d83","fec52f",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2810.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2810","https://www.espn.com/college-football/team/stats/_/id/2810","https://www.espn.com/college-football/team/schedule/_/id/2810",NA
"2264","s:20~l:23~t:2264","harding-university-bisons","HARDING","Harding University Bisons","Harding","Bisons","Harding","Harding University","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2264.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2264","https://www.espn.com/college-football/team/stats/_/id/2264","https://www.espn.com/college-football/team/schedule/_/id/2264",NA
"173","s:20~l:23~t:173","hartwick-hawks","HAR","Hartwick Hawks","Hartwick","Hawks","Hartwick","Hartwick","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/173.png",NA,"https://www.espn.com/college-football/team/roster/_/id/173","https://www.espn.com/college-football/team/stats/_/id/173","https://www.espn.com/college-football/team/schedule/_/id/173",NA
"535","s:20~l:23~t:535","haskell-indian-nations-univ-jayhawks","HASKELL","Haskell Indian Nations Univ Jayhawks","Haskell","Jayhawks","Haskell","Haskell Indian Nations Univ","000000",NA,TRUE,FALSE,NA,"https://www.espn.com/college-football/team/_/id/535/haskell-indian-nations-univ-jayhawks","https://www.espn.com/college-football/team/roster/_/id/535","https://www.espn.com/college-football/team/stats/_/id/535","https://www.espn.com/college-football/team/schedule/_/id/535",NA
"191","s:20~l:23~t:191","heidelberg-student-princes","HEI","Heidelberg Student Princes","Heidelberg","Student Princes","Heidelberg","Heidelberg","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/191.png",NA,"https://www.espn.com/college-football/team/roster/_/id/191","https://www.espn.com/college-football/team/stats/_/id/191","https://www.espn.com/college-football/team/schedule/_/id/191",NA
"2271","s:20~l:23~t:2271","henderson-state-reddies","HENDERSON","Henderson State Reddies","Henderson","Reddies","Henderson","Henderson State","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2271.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2271","https://www.espn.com/college-football/team/stats/_/id/2271","https://www.espn.com/college-football/team/schedule/_/id/2271",NA
"418","s:20~l:23~t:418","hendrix-college-warriors","HENDRIX","Hendrix College Warriors","Hendrix","Warriors","Hendrix","Hendrix College",NA,NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/418.png",NA,"https://www.espn.com/college-football/team/roster/_/id/418","https://www.espn.com/college-football/team/stats/_/id/418","https://www.espn.com/college-football/team/schedule/_/id/418",NA
"125974","s:20~l:23~t:125974","hilbert-college-hawks","HIL","Hilbert College Hawks","Hilbert College","Hawks","Hilbert College","Hilbert College",NA,NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/125974.png",NA,"https://www.espn.com/college-football/team/roster/_/id/125974","https://www.espn.com/college-football/team/stats/_/id/125974","https://www.espn.com/college-football/team/schedule/_/id/125974",NA
"2273","s:20~l:23~t:2273","hillsdale-chargers","HILLSDALE","Hillsdale Chargers","Hillsdale","Chargers","Hillsdale","Hillsdale","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2273.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2273","https://www.espn.com/college-football/team/stats/_/id/2273","https://www.espn.com/college-football/team/schedule/_/id/2273",NA
"2274","s:20~l:23~t:2274","hiram-college-terriers","HIRAM","Hiram College Terriers","Hiram","Terriers","Hiram","Hiram College","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2274.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2274","https://www.espn.com/college-football/team/stats/_/id/2274","https://www.espn.com/college-football/team/schedule/_/id/2274",NA
"174","s:20~l:23~t:174","hobart-college-statesmen","HBRT","Hobart College Statesmen","Hobart","Statesmen","Hobart","Hobart College","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/174.png",NA,"https://www.espn.com/college-football/team/roster/_/id/174","https://www.espn.com/college-football/team/stats/_/id/174","https://www.espn.com/college-football/team/schedule/_/id/174",NA
"108354","s:20~l:23~t:108354","holland-college-hurricanes","HOL","Holland College Hurricanes","Holland College","Hurricanes","Holland College","Holland College",NA,NA,TRUE,FALSE,NA,"https://www.espn.com/college-football/team/_/id/108354/holland-college-hurricanes","https://www.espn.com/college-football/team/roster/_/id/108354","https://www.espn.com/college-football/team/stats/_/id/108354","https://www.espn.com/college-football/team/schedule/_/id/108354",NA
"2812","s:20~l:23~t:2812","hope-college-flying-dutchmen","HOP","Hope College Flying Dutchmen","Hope","Flying Dutchmen","Hope","Hope College","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2812.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2812","https://www.espn.com/college-football/team/stats/_/id/2812","https://www.espn.com/college-football/team/schedule/_/id/2812",NA
"2758","s:20~l:23~t:2758","howard-payne-yellow-jackets","HOWPAY","Howard Payne Yellow Jackets","Hwrd Payne","Yellow Jackets","Hwrd Payne","Howard Payne","02215b","b5985b",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2758.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2758","https://www.espn.com/college-football/team/stats/_/id/2758","https://www.espn.com/college-football/team/schedule/_/id/2758",NA
"2938","s:20~l:23~t:2938","huntingdon-college-al-hawks","HNTNGDN","Huntingdon College (AL) Hawks","Huntingdon","Hawks","Huntingdon","Huntingdon College (AL)","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2938.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2938","https://www.espn.com/college-football/team/stats/_/id/2938","https://www.espn.com/college-football/team/schedule/_/id/2938",NA
"2280","s:20~l:23~t:2280","husson-eagles","HUSSON","Husson Eagles","Husson","Eagles","Husson","Husson","004b44","b09a5f",TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2280.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2280","https://www.espn.com/college-football/team/stats/_/id/2280","https://www.espn.com/college-football/team/schedule/_/id/2280",NA
"2286","s:20~l:23~t:2286","illinois-college-blueboys","ILLCOLL","Illinois College Blueboys","Ill Col","Blueboys","Ill Col","Illinois College","000000",NA,TRUE,FALSE,"https://a.espncdn.com/i/teamlogos/ncaa/500/2286.png",NA,"https://www.espn.com/college-football/team/roster/_/id/2286","https://www.espn.com/college-football/team/stats/_/id/2286","https://www.espn.com/college-football/team/schedule/_/id/2286",NA
